net,length_um
stage_3.input_fifo._010_,4.385
input_1._137_,4.36
input_2._068_,4.36
stage_2._0315_,4.36
stage_2._0465_,4.36
stage_2._0564_,4.36
stage_2.input_fifo._292_,4.36
stage_3._0105_,4.36
stage_3.input_fifo._232_,4.36
stage_4.input_fifo._136_,4.36
_130_,4.34
_131_,4.34
input_1._134_,4.34
input_2._077_,4.34
input_2._129_,4.34
stage_2._0106_,4.34
stage_2._0198_,4.34
stage_2._0400_,4.34
stage_2._0446_,4.34
stage_2.input_fifo._185_,4.34
stage_2.input_fifo._266_,4.34
stage_2.input_fifo._291_,4.34
stage_3._0139_,4.34
stage_3._0183_,4.34
stage_3._0358_,4.34
stage_3._0422_,4.34
stage_3._0607_,4.34
stage_3._0629_,4.34
stage_3._0684_,4.34
stage_3._0739_,4.34
stage_3._0756_,4.34
stage_3._0796_,4.34
stage_3._0807_,4.34
stage_3.input_fifo._155_,4.34
stage_3.input_fifo._168_,4.34
stage_3.input_fifo._184_,4.34
stage_3.input_fifo._208_,4.34
stage_3.input_fifo._233_,4.34
stage_3.input_fifo._266_,4.34
stage_4.input_fifo._094_,4.34
stage_4.input_fifo._110_,4.34
stage_4.input_fifo._141_,4.34
net224,4.34
stage_3.input_fifo._101_,4.325
stage_4._0293_,4.32
stage_4.output_fifo.D_OUT\[6\],4.32
input_2._005_,4.295
feed_input_1[27],4.27
feed_input_1[31],4.27
feed_input_1[37],4.27
feed_input_1[42],4.27
feed_input_2[13],4.27
feed_input_2[17],4.27
feed_input_2[18],4.27
feed_input_2[22],4.27
feed_input_2[41],4.27
feed_input_2[42],4.27
feed_input_2[4],4.27
stage_3.input_fifo._033_,4.265
stage_4.output_fifo._006_,4.265
stage_4.output_fifo._010_,4.265
stage_4.output_fifo._054_,4.265
stage_4.output_fifo._056_,4.26
stage_2.feed_output_stage_1\[119\],4.24
stage_2.input_fifo._033_,4.24
stage_3._0644_,4.24
stage_4.input_fifo._000_,4.24
stage_2._0477_,4.22
stage_2._0591_,4.22
stage_3._0547_,4.22
stage_4._0616_,4.22
stage_4._0623_,4.22
stage_4.output_fifo.D_OUT\[22\],4.22
stage_4.output_fifo.D_OUT\[47\],4.22
stage_4.output_fifo.D_OUT\[59\],4.22
net215,4.2
stage_2.read_output_2\[41\],4.2
stage_3._0324_,4.2
input_2._032_,4.165
stage_2.input_fifo._103_,4.165
stage_3.input_fifo._021_,4.165
stage_4.input_fifo._004_,4.165
stage_4.output_fifo._040_,4.165
stage_2._0356_,4.14
stage_2.read_output_2\[37\],4.14
stage_3._0108_,4.14
stage_3._0625_,4.14
stage_3.input_fifo._040_,4.14
stage_3.input_fifo._069_,4.125
stage_3._0072_,4.1
stage_3._0843_,4.1
stage_4._0041_,4.1
stage_4._0319_,4.1
stage_4.output_fifo.D_OUT\[9\],4.1
net314,4.1
stage_3.input_fifo._076_,4.095
stage_2.input_fifo._017_,4.065
stage_3._0587_,4.035
stage_3.input_fifo._038_,4.025
_176_,4.02
stage_2.read_output_2\[108\],4.02
stage_2.read_output_2\[52\],4.02
stage_4._0139_,4.02
_080_,4
input_1._107_,4
input_2._087_,4
input_2._119_,4
input_2._123_,4
stage_2._0011_,4
stage_2.feed_output_stage_1\[121\],4
stage_2.input_fifo$D_OUT\[127\],4
stage_2.input_fifo._156_,4
stage_2.input_fifo._236_,4
stage_2.input_fifo._312_,4
stage_3._0141_,4
stage_3._0561_,4
stage_3._0592_,4
stage_3._0651_,4
stage_3._0703_,4
stage_3._0706_,4
stage_3._0766_,4
stage_3._0838_,4
stage_3.input_fifo._189_,4
stage_3.input_fifo._195_,4
stage_3.read_output_3\[59\],4
stage_4._0188_,4
stage_4._0426_,4
stage_4._0611_,4
stage_4._0647_,4
stage_4.input_fifo._084_,4
stage_4.input_fifo._095_,4
stage_4.input_fifo._102_,4
stage_4.input_fifo._130_,4
stage_4.input_fifo._146_,4
stage_4.output_fifo.D_OUT\[26\],4
stage_4.output_fifo._119_,4
stage_4.output_fifo._137_,4
net232,4
net395,4
stage_3._0514_,3.98
stage_3.input_fifo._148_,3.98
stage_4.output_fifo.D_OUT\[18\],3.98
stage_4.output_fifo.D_OUT\[40\],3.98
stage_2._0185_,3.975
input_1._052_,3.965
stage_2.input_fifo._094_,3.965
stage_4.input_fifo._002_,3.965
feed_input_1[17],3.93
feed_input_1[18],3.93
feed_input_1[23],3.93
feed_input_1[25],3.93
feed_input_1[32],3.93
feed_input_1[35],3.93
feed_input_1[38],3.93
feed_input_1[46],3.93
feed_input_2[11],3.93
feed_input_2[28],3.93
feed_input_2[47],3.93
stage_2.input_fifo._011_,3.925
stage_2.input_fifo._091_,3.925
stage_2.input_fifo._122_,3.925
stage_3.input_fifo._006_,3.925
stage_3.input_fifo._015_,3.925
stage_3.input_fifo._026_,3.925
stage_4.input_fifo._065_,3.925
input_2._095_,3.9
stage_3._0827_,3.9
stage_4.output_fifo._108_,3.9
_037_,3.88
_061_,3.88
_125_,3.88
input_2._108_,3.88
input_2._131_,3.88
input_2._135_,3.88
stage_2._0349_,3.88
stage_2._0472_,3.88
stage_2._0528_,3.88
stage_3._0034_,3.88
stage_3._0107_,3.88
stage_3.input_fifo._217_,3.88
stage_3.input_fifo._238_,3.88
stage_3.input_fifo._246_,3.88
stage_3.input_fifo._261_,3.88
stage_4._0531_,3.88
stage_4.input_fifo._091_,3.88
stage_4.input_fifo._131_,3.88
net234,3.88
_172_,3.86
stage_2._0224_,3.86
stage_4.output_fifo._052_,3.805
stage_3.input_fifo._115_,3.8
stage_2.input_fifo._060_,3.785
input_1._030_,3.78
input_2._045_,3.78
stage_2.feed_output_stage_1\[147\],3.78
stage_2.input_fifo._114_,3.78
stage_2.read_output_2\[21\],3.78
stage_3.read_output_3\[22\],3.78
stage_4._0562_,3.78
net278,3.78
_126_,3.76
stage_2._0242_,3.76
stage_2._0371_,3.76
stage_4._0653_,3.76
stage_4.output_fifo.D_OUT\[38\],3.76
clknet_leaf_25_CLK,3.76
net375,3.76
stage_3._0381_,3.74
input_1._025_,3.705
stage_2.input_fifo._012_,3.705
stage_2.input_fifo._037_,3.705
stage_2.input_fifo._086_,3.705
stage_3.input_fifo._034_,3.705
_128_,3.68
_158_,3.68
input_2._138_,3.68
stage_2.read_output_2\[14\],3.68
stage_3.input_fifo._273_,3.68
stage_4._0350_,3.68
stage_4._0353_,3.68
stage_4.output_fifo._068_,3.68
net273,3.68
net327,3.68
net367,3.68
stage_4._0510_,3.66
stage_4._0626_,3.66
stage_3._0113_,3.64
stage_4._0216_,3.64
input_1._045_,3.635
stage_4._0076_,3.615
stage_2.input_fifo._128_,3.605
stage_2.input_fifo._134_,3.585
stage_2.read_output_2\[100\],3.56
stage_2.read_output_2\[22\],3.56
stage_2.read_output_2\[42\],3.56
stage_2.read_output_2\[56\],3.56
stage_2.read_output_2\[92\],3.56
stage_3._0043_,3.56
stage_3._0295_,3.56
stage_3._0491_,3.56
stage_3._0698_,3.56
stage_3._0754_,3.56
stage_4._0078_,3.56
stage_4._0532_,3.56
input_1._128_,3.54
is_valid._03_,3.54
stage_2._0054_,3.54
net218,3.54
stage_2.input_fifo.D_OUT\[149\],3.54
stage_2.input_fifo._200_,3.54
stage_2.input_fifo._241_,3.54
stage_2.input_fifo._311_,3.54
stage_2.read_output_2\[34\],3.54
stage_2.read_output_2\[71\],3.54
stage_3._0056_,3.54
stage_3._0198_,3.54
stage_3._0249_,3.54
stage_3._0370_,3.54
stage_3._0581_,3.54
stage_3._0672_,3.54
stage_3._0781_,3.54
stage_3.input_fifo._134_,3.54
stage_3.input_fifo._153_,3.54
stage_4._0020_,3.54
stage_4._0174_,3.54
stage_4._0433_,3.54
stage_4._0534_,3.54
stage_4._0637_,3.54
stage_4.input_fifo._081_,3.54
stage_4.input_fifo._082_,3.54
stage_4.input_fifo._097_,3.54
stage_4.input_fifo._101_,3.54
stage_4.input_fifo._138_,3.54
stage_4.input_fifo._139_,3.54
stage_4.output_fifo.D_OUT\[49\],3.54
stage_4.output_fifo._104_,3.54
net406,3.54
stage_2.input_fifo._222_,3.52
stage_3._0379_,3.52
stage_4._0042_,3.52
input_1._062_,3.505
stage_3.input_fifo._003_,3.505
stage_3.input_fifo._008_,3.505
stage_3.input_fifo._118_,3.505
stage_2.input_fifo._046_,3.465
stage_2.input_fifo._049_,3.465
stage_2.input_fifo._061_,3.465
stage_2.input_fifo._121_,3.465
stage_2.input_fifo._137_,3.465
stage_3.input_fifo._043_,3.465
stage_3.input_fifo._065_,3.465
stage_3.input_fifo._070_,3.465
stage_3.input_fifo._081_,3.465
_072_,3.44
input_1._115_,3.44
input_2._070_,3.44
stage_4._0593_,3.44
stage_4._0634_,3.44
stage_2._0241_,3.435
_059_,3.42
_064_,3.42
_065_,3.42
_132_,3.42
input_1._125_,3.42
stage_2._0006_,3.42
stage_2._0050_,3.42
stage_2._0188_,3.42
stage_2._0484_,3.42
stage_2._0538_,3.42
stage_2._0554_,3.42
stage_2._0577_,3.42
stage_2.input_fifo._159_,3.42
stage_2.input_fifo._270_,3.42
stage_3._0069_,3.42
stage_3._0204_,3.42
stage_3._0681_,3.42
stage_3._0767_,3.42
stage_3.input_fifo._179_,3.42
stage_3.input_fifo._191_,3.42
stage_4._0024_,3.42
stage_4._0398_,3.42
stage_4._0521_,3.42
stage_4._0527_,3.42
stage_4.input_fifo._093_,3.42
stage_4.output_fifo._105_,3.42
stage_4.output_fifo._118_,3.42
stage_4.output_fifo._122_,3.42
net305,3.42
input_2._038_,3.405
stage_2.input_fifo._018_,3.405
stage_3.input_fifo._122_,3.405
stage_4.input_fifo._044_,3.405
stage_3._0484_,3.4
stage_2.input_fifo._125_,3.395
input_2._014_,3.345
input_2._049_,3.345
input_2._055_,3.345
stage_2.input_fifo._027_,3.345
stage_2.input_fifo._036_,3.345
stage_4.output_fifo._012_,3.34
stage_2.feed_output_stage_1\[117\],3.32
stage_2.read_output_2\[51\],3.32
stage_3._0682_,3.32
stage_3.input_fifo._025_,3.32
stage_3.input_fifo._039_,3.32
stage_3.input_fifo._149_,3.32
stage_4._0035_,3.32
stage_4._0622_,3.32
stage_4.input_fifo._001_,3.32
net283,3.32
net366,3.32
stage_2._0071_,3.3
stage_3._0836_,3.3
stage_4.output_fifo._061_,3.295
input_2._026_,3.245
stage_2.input_fifo._035_,3.245
stage_2.input_fifo._051_,3.245
stage_2.input_fifo._052_,3.245
stage_2.input_fifo._118_,3.245
stage_2.input_fifo._119_,3.245
stage_3.input_fifo._005_,3.245
stage_3.input_fifo._023_,3.245
stage_3.input_fifo._060_,3.245
input_2._004_,3.225
stage_3.input_fifo._109_,3.225
stage_4.output_fifo._055_,3.225
stage_2.feed_output_stage_1\[132\],3.22
stage_2.read_output_2\[54\],3.22
stage_3._0747_,3.22
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[6\],3.22
net252,3.22
net295,3.22
net342,3.22
net353,3.22
net354,3.22
stage_3._0488_,3.2
stage_3._0018_,3.18
stage_4.output_fifo.D_OUT\[43\],3.18
input_2._063_,3.165
stage_4.input_fifo._047_,3.165
input_1._029_,3.145
input_1._059_,3.145
stage_2.input_fifo._032_,3.145
stage_4.input_fifo._057_,3.145
stage_4.output_fifo._008_,3.145
stage_4.output_fifo._035_,3.145
stage_3._0002_,3.14
stage_2._0263_,3.135
stage_2.input_fifo._023_,3.125
_154_,3.1
_169_,3.1
stage_2.feed_output_stage_1\[141\],3.1
stage_2.read_output_2\[32\],3.1
stage_2.read_output_2\[73\],3.1
stage_2.read_output_2\[77\],3.1
stage_3._0578_,3.1
stage_4._0057_,3.1
stage_4.input_fifo._072_,3.1
_031_,3.08
input_2._071_,3.08
input_2._093_,3.08
input_2._130_,3.08
stage_2._0004_,3.08
stage_2._0425_,3.08
stage_2._0429_,3.08
stage_2._0452_,3.08
stage_2.feed_output_stage_1\[4\],3.08
stage_2.input_fifo._155_,3.08
stage_2.input_fifo._171_,3.08
stage_2.input_fifo._197_,3.08
stage_2.input_fifo._199_,3.08
stage_2.input_fifo._245_,3.08
stage_2.input_fifo._247_,3.08
stage_2.input_fifo._301_,3.08
stage_2.read_output_2\[102\],3.08
stage_2.read_output_2\[89\],3.08
stage_3._0062_,3.08
stage_3._0209_,3.08
stage_3._0301_,3.08
stage_3._0319_,3.08
stage_3._0437_,3.08
stage_3._0461_,3.08
stage_3._0605_,3.08
stage_3.input_fifo._129_,3.08
stage_3.input_fifo._164_,3.08
stage_3.input_fifo._194_,3.08
stage_3.input_fifo._201_,3.08
stage_3.input_fifo._214_,3.08
stage_3.input_fifo._227_,3.08
stage_3.input_fifo._229_,3.08
stage_3.input_fifo._243_,3.08
stage_3.input_fifo._244_,3.08
stage_3.read_output_3\[60\],3.08
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[13\],3.08
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[16\],3.08
stage_4._0063_,3.08
stage_4._0112_,3.08
stage_4._0561_,3.08
stage_4._0618_,3.08
stage_4.input_fifo._079_,3.08
stage_4.input_fifo._083_,3.08
stage_4.input_fifo._088_,3.08
stage_4.input_fifo._092_,3.08
stage_4.input_fifo._098_,3.08
stage_4.input_fifo._112_,3.08
stage_4.input_fifo._113_,3.08
stage_4.output_fifo.D_OUT\[30\],3.08
stage_4.output_fifo.D_OUT\[32\],3.08
stage_4.output_fifo._066_,3.08
stage_4.output_fifo._131_,3.08
stage_4._0466_,3.06
stage_4.output_fifo._123_,3.06
stage_2.input_fifo._097_,3.045
stage_2.input_fifo._070_,3.005
stage_2.input_fifo._148_,3.005
stage_3.input_fifo._126_,3.005
stage_4.output_fifo._043_,3.005
_076_,2.98
input_1._135_,2.98
stage_2._0471_,2.98
stage_2.input_fifo._183_,2.98
stage_2.input_fifo._280_,2.98
stage_3._0583_,2.98
stage_3._0595_,2.98
stage_3._0702_,2.98
stage_3._0815_,2.98
stage_4._0265_,2.98
stage_4._0635_,2.98
stage_4.input_fifo._119_,2.98
stage_4.output_fifo._110_,2.98
_056_,2.96
_077_,2.96
_133_,2.96
_135_,2.96
_152_,2.96
input_1._074_,2.96
stage_2._0451_,2.96
stage_2._0575_,2.96
stage_2._0585_,2.96
stage_2.input_fifo._234_,2.96
stage_2.input_fifo._235_,2.96
stage_2.input_fifo._244_,2.96
stage_3._0097_,2.96
stage_3._0251_,2.96
stage_3._0613_,2.96
stage_3._0620_,2.96
stage_3.input_fifo._150_,2.96
stage_3.input_fifo._159_,2.96
stage_4._0000_,2.96
stage_4._0271_,2.96
stage_4._0281_,2.96
stage_4._0543_,2.96
stage_4._0632_,2.96
stage_4.input_fifo._109_,2.96
stage_4.input_fifo._120_,2.96
stage_4.input_fifo._125_,2.96
stage_4.input_fifo._135_,2.96
input_1._006_,2.945
stage_3.input_fifo._112_,2.945
stage_4.input_fifo._011_,2.945
stage_4.input_fifo._062_,2.945
input_1._012_,2.885
input_1._040_,2.885
stage_2.input_fifo._019_,2.885
stage_2.input_fifo._048_,2.885
stage_2.input_fifo._150_,2.885
stage_3.input_fifo._004_,2.885
stage_3.input_fifo._063_,2.885
stage_4.input_fifo._024_,2.885
input_1._036_,2.88
input_2._051_,2.88
input_2._056_,2.88
stage_2.input_fifo._098_,2.88
stage_2.input_fifo._101_,2.88
input_1._042_,2.86
input_1._063_,2.86
input_2._042_,2.86
stage_2.feed_output_stage_1\[3\],2.86
stage_2.input_fifo._056_,2.86
stage_2.input_fifo._085_,2.86
stage_2.input_fifo._113_,2.86
stage_2.input_fifo._117_,2.86
stage_2.input_fifo._147_,2.86
stage_2.read_output_2\[70\],2.86
stage_3.input_fifo._041_,2.86
stage_3.read_output_3\[67\],2.86
stage_4._0104_,2.86
stage_4.input_fifo._006_,2.86
stage_4.output_fifo._020_,2.86
net282,2.86
_184_,2.84
stage_4._0649_,2.84
stage_2.input_fifo._063_,2.785
stage_2.input_fifo._140_,2.785
stage_4.input_fifo._061_,2.785
stage_4.output_fifo._001_,2.785
stage_2.read_output_2\[123\],2.76
stage_2.read_output_2\[36\],2.76
stage_2.read_output_2\[75\],2.76
stage_3._0006_,2.76
stage_3._0226_,2.76
net279,2.76
net301,2.76
net307,2.76
net326,2.76
net333,2.76
net334,2.76
net396,2.76
net403,2.76
net412,2.76
stage_2._0281_,2.74
stage_3._0829_,2.74
stage_4._0588_,2.74
net217,2.72
stage_3._0710_,2.72
stage_4._0499_,2.72
input_1._017_,2.715
input_2._041_,2.715
stage_2.input_fifo._013_,2.715
stage_2.input_fifo._047_,2.715
stage_2.input_fifo._050_,2.715
stage_2.input_fifo._100_,2.715
stage_3.input_fifo._048_,2.715
stage_3.input_fifo._084_,2.715
stage_3.input_fifo._106_,2.715
input_1._004_,2.705
input_2._053_,2.705
input_2._059_,2.705
stage_2.input_fifo._028_,2.705
stage_2.input_fifo._069_,2.705
stage_2.input_fifo._130_,2.705
stage_3.input_fifo._016_,2.705
stage_3.input_fifo._020_,2.705
stage_3.input_fifo._085_,2.705
is_valid._01_,2.665
_141_,2.64
stage_2._0432_,2.64
stage_2.read_output_2\[101\],2.64
stage_3._0720_,2.64
stage_3._0837_,2.64
stage_4._0130_,2.64
_066_,2.62
_075_,2.62
_121_,2.62
input_2.D_OUT\[63\],2.62
input_2._080_,2.62
net213,2.62
stage_2._0104_,2.62
stage_2._0114_,2.62
stage_2._0116_,2.62
stage_2._0124_,2.62
stage_2._0534_,2.62
stage_2._0563_,2.62
stage_2._0587_,2.62
stage_2.feed_output_stage_1\[140\],2.62
stage_2.feed_output_stage_1\[2\],2.62
stage_2.input_fifo.D_OUT\[4\],2.62
stage_2.input_fifo._115_,2.62
stage_2.input_fifo._170_,2.62
stage_2.input_fifo._216_,2.62
stage_2.input_fifo._218_,2.62
stage_2.input_fifo._230_,2.62
stage_2.input_fifo._267_,2.62
stage_2.read_output_2\[103\],2.62
stage_2.read_output_2\[76\],2.62
stage_3._0247_,2.62
stage_3._0360_,2.62
stage_3._0656_,2.62
stage_3._0780_,2.62
stage_3.input_fifo._007_,2.62
stage_3.input_fifo._133_,2.62
stage_3.input_fifo._141_,2.62
stage_3.input_fifo._151_,2.62
stage_3.input_fifo._190_,2.62
stage_3.input_fifo._196_,2.62
stage_3.input_fifo._263_,2.62
stage_3.input_fifo._269_,2.62
stage_4._0114_,2.62
stage_4._0382_,2.62
stage_4._0518_,2.62
stage_4.input_fifo._108_,2.62
stage_4.output_fifo._087_,2.62
net417,2.62
input_1._011_,2.595
input_1._013_,2.595
input_1._024_,2.595
input_1._043_,2.595
input_1._054_,2.595
stage_3.input_fifo._046_,2.595
stage_3.input_fifo._068_,2.595
stage_2.input_fifo._093_,2.585
stage_3.input_fifo._011_,2.585
stage_3.input_fifo._093_,2.585
stage_4.input_fifo._016_,2.585
input_1._007_,2.545
input_1._018_,2.545
input_2._036_,2.545
stage_2.input_fifo._045_,2.545
stage_2.input_fifo._102_,2.545
stage_2.input_fifo._107_,2.545
stage_2.input_fifo._146_,2.545
stage_4.input_fifo._066_,2.545
stage_4.output_fifo._000_,2.545
stage_4.output_fifo._037_,2.545
stage_4.output_fifo._050_,2.545
stage_3.input_fifo._014_,2.54
input_2._134_,2.52
stage_2._0319_,2.52
stage_2.input_fifo._010_,2.52
stage_2.input_fifo._044_,2.52
stage_2.input_fifo._205_,2.52
stage_2.input_fifo._294_,2.52
stage_2.input_fifo._306_,2.52
stage_2.input_fifo._317_,2.52
stage_3._0658_,2.52
stage_3._0834_,2.52
stage_3.input_fifo._062_,2.52
stage_4._0346_,2.52
stage_4._0643_,2.52
stage_4.output_fifo._091_,2.52
stage_4.output_fifo._120_,2.52
_011_,2.5
_149_,2.5
input_2._074_,2.5
input_2._117_,2.5
stage_2._0005_,2.5
stage_2._0102_,2.5
stage_2._0126_,2.5
stage_2._0395_,2.5
stage_2._0495_,2.5
stage_2._0559_,2.5
stage_2._0586_,2.5
stage_2.input_fifo._163_,2.5
stage_2.input_fifo._203_,2.5
stage_2.input_fifo._228_,2.5
stage_2.input_fifo._238_,2.5
stage_2.input_fifo._250_,2.5
stage_3._0365_,2.5
stage_3._0585_,2.5
stage_3._0786_,2.5
stage_3.input_fifo._177_,2.5
stage_3.input_fifo._181_,2.5
stage_3.input_fifo._216_,2.5
stage_3.input_fifo._226_,2.5
stage_4._0028_,2.5
stage_4._0189_,2.5
stage_4._0411_,2.5
stage_4._0584_,2.5
stage_4._0604_,2.5
stage_4._0652_,2.5
stage_4.input_fifo._132_,2.5
stage_4.output_fifo.D_OUT\[35\],2.5
stage_4.output_fifo._099_,2.5
net349,2.5
net402,2.5
input_2._011_,2.485
input_2._018_,2.485
input_2._037_,2.485
input_2._044_,2.485
input_2._047_,2.485
input_2._060_,2.485
stage_2.input_fifo._040_,2.485
stage_2.input_fifo._065_,2.485
stage_2.input_fifo._104_,2.485
stage_2.input_fifo._110_,2.485
stage_3.input_fifo._000_,2.485
stage_3.input_fifo._001_,2.485
stage_3.input_fifo._009_,2.485
stage_3.input_fifo._125_,2.485
stage_4.input_fifo._015_,2.485
stage_4.input_fifo._036_,2.485
stage_4.input_fifo._042_,2.485
stage_4.output_fifo._014_,2.485
stage_4.output_fifo._032_,2.485
stage_4.output_fifo._036_,2.485
input_1._005_,2.42
input_1._015_,2.42
input_1._019_,2.42
input_1._050_,2.42
input_2._001_,2.42
input_2._013_,2.42
input_2._024_,2.42
input_2._048_,2.42
input_2._054_,2.42
stage_2.input_fifo._014_,2.42
stage_2.input_fifo._025_,2.42
stage_2.input_fifo._057_,2.42
stage_2.input_fifo._058_,2.42
stage_2.input_fifo._074_,2.42
stage_2.input_fifo._077_,2.42
stage_2.input_fifo._081_,2.42
stage_3.input_fifo._047_,2.42
stage_3.input_fifo._049_,2.42
stage_3.input_fifo._055_,2.42
stage_3.input_fifo._056_,2.42
stage_3.input_fifo._057_,2.42
stage_3.input_fifo._086_,2.42
stage_3.input_fifo._094_,2.42
stage_3.input_fifo._096_,2.42
stage_4.input_fifo._021_,2.42
stage_4.input_fifo._051_,2.42
stage_4.output_fifo._053_,2.42
stage_2._0292_,2.4
stage_2.input_fifo._227_,2.4
stage_2.input_fifo._257_,2.4
stage_2.read_output_2\[120\],2.4
stage_2.read_output_2\[97\],2.4
stage_3._0854_,2.4
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[36\],2.4
net368,2.4
stage_2._0280_,2.38
stage_3._0814_,2.38
stage_3.input_fifo._012_,2.375
stage_3.input_fifo._028_,2.375
stage_3.input_fifo._104_,2.375
input_2._040_,2.325
input_2._046_,2.325
stage_2.input_fifo._053_,2.325
stage_2.input_fifo._068_,2.325
stage_2.input_fifo._112_,2.325
stage_2.input_fifo._138_,2.325
stage_3.input_fifo._044_,2.325
stage_3.input_fifo._064_,2.325
stage_3.input_fifo._098_,2.325
stage_3.input_fifo._124_,2.325
stage_4.input_fifo._014_,2.325
_127_,2.3
_147_,2.3
net211,2.3
stage_2.input_fifo._321_,2.3
stage_3._0327_,2.3
stage_3._0329_,2.3
stage_3._0474_,2.3
stage_3._0527_,2.3
stage_3._0628_,2.3
stage_4._0215_,2.3
stage_4.input_fifo._073_,2.3
net258,2.3
net264,2.3
net266,2.3
net269,2.3
net270,2.3
net274,2.3
net284,2.3
net286,2.3
net296,2.3
net298,2.3
net306,2.3
net308,2.3
net309,2.3
net312,2.3
net315,2.3
net328,2.3
net329,2.3
net341,2.3
net343,2.3
net357,2.3
net360,2.3
net361,2.3
net377,2.3
net378,2.3
net392,2.3
net394,2.3
net411,2.3
net414,2.3
stage_2._0346_,2.28
stage_4._0058_,2.28
stage_4._0071_,2.28
stage_4._0116_,2.28
input_1._003_,2.255
input_1._008_,2.255
input_2._019_,2.255
input_2._027_,2.255
stage_3.input_fifo._066_,2.255
stage_3.input_fifo._105_,2.255
stage_3.input_fifo._123_,2.255
stage_3._0539_,2.23
stage_3.input_fifo._113_,2.225
stage_2.input_fifo._031_,2.205
stage_3.input_fifo._128_,2.205
stage_2.input_fifo._274_,2.2
_175_,2.18
stage_3._0012_,2.18
stage_3._0031_,2.18
stage_3._0085_,2.18
stage_3._0304_,2.18
stage_3._0395_,2.18
stage_3._0599_,2.18
stage_3._0674_,2.18
stage_3._0687_,2.18
stage_4._0059_,2.18
stage_4._0184_,2.18
stage_4._0423_,2.18
stage_4._0494_,2.18
stage_4._0601_,2.18
_004_,2.16
_168_,2.16
_179_,2.16
_186_,2.16
net212,2.16
input_2._133_,2.16
stage_2._0225_,2.16
stage_2._0264_,2.16
stage_2._0313_,2.16
stage_2._0342_,2.16
stage_2._0386_,2.16
stage_2._0428_,2.16
stage_2._0532_,2.16
stage_2._0539_,2.16
stage_2._0543_,2.16
stage_2._0572_,2.16
stage_2.input_fifo._120_,2.16
stage_2.input_fifo._207_,2.16
stage_2.input_fifo._254_,2.16
stage_2.input_fifo._276_,2.16
stage_3._0053_,2.16
stage_3._0096_,2.16
stage_3._0110_,2.16
stage_3._0273_,2.16
stage_3._0299_,2.16
stage_3._0306_,2.16
stage_3._0477_,2.16
stage_3._0479_,2.16
stage_3._0482_,2.16
stage_3._0510_,2.16
stage_3._0535_,2.16
stage_3._0602_,2.16
stage_3._0719_,2.16
stage_3._0738_,2.16
stage_3.input_fifo._157_,2.16
stage_3.input_fifo._206_,2.16
stage_3.input_fifo._235_,2.16
stage_3.input_fifo._251_,2.16
stage_3.input_fifo._257_,2.16
stage_4._0037_,2.16
stage_4._0054_,2.16
stage_4._0131_,2.16
stage_4._0290_,2.16
stage_4._0393_,2.16
stage_4._0528_,2.16
stage_4._0545_,2.16
stage_4._0583_,2.16
stage_4.input_fifo._117_,2.16
stage_4.input_fifo._128_,2.16
stage_4.input_fifo._147_,2.16
stage_2.input_fifo._151_,2.145
input_1._056_,2.125
stage_2.input_fifo._038_,2.125
stage_3.input_fifo._030_,2.125
stage_3.input_fifo._031_,2.125
stage_3.input_fifo._107_,2.125
stage_4.input_fifo._049_,2.125
stage_4.output_fifo._013_,2.125
stage_4.output_fifo._022_,2.125
stage_4.output_fifo._042_,2.125
stage_4.output_fifo._057_,2.125
input_1._009_,2.085
input_1._010_,2.085
input_1._016_,2.085
input_1._047_,2.085
input_1._060_,2.085
input_2._000_,2.085
input_2._007_,2.085
input_2._008_,2.085
stage_2.input_fifo._006_,2.085
stage_2.input_fifo._075_,2.085
stage_2.input_fifo._111_,2.085
stage_2.input_fifo._116_,2.085
stage_2.input_fifo._145_,2.085
stage_3.input_fifo._059_,2.085
stage_3.input_fifo._075_,2.085
stage_3.input_fifo._099_,2.085
stage_3.input_fifo._114_,2.085
stage_4.output_fifo._060_,2.085
stage_4.input_fifo._045_,2.08
stage_3._0809_,2.07
input_1._069_,2.06
input_1._082_,2.06
input_1._129_,2.06
input_2._104_,2.06
input_2._114_,2.06
stage_2._0551_,2.06
stage_2.input_fifo._024_,2.06
stage_2.input_fifo._160_,2.06
stage_2.input_fifo._162_,2.06
stage_2.input_fifo._168_,2.06
stage_2.input_fifo._202_,2.06
stage_2.input_fifo._204_,2.06
stage_2.input_fifo._211_,2.06
stage_2.input_fifo._243_,2.06
stage_2.input_fifo._246_,2.06
stage_2.input_fifo._249_,2.06
stage_2.input_fifo._258_,2.06
stage_2.input_fifo._261_,2.06
stage_2.input_fifo._268_,2.06
stage_2.input_fifo._271_,2.06
stage_2.input_fifo._316_,2.06
stage_3._0094_,2.06
stage_3._0099_,2.06
stage_3.input_fifo._137_,2.06
stage_3.input_fifo._139_,2.06
stage_3.input_fifo._140_,2.06
stage_3.input_fifo._144_,2.06
stage_3.input_fifo._156_,2.06
stage_3.input_fifo._170_,2.06
stage_3.input_fifo._171_,2.06
